Entity,Code,Day,People vaccinated (cumulative)
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Afghanistan,AFG,2021-04-22,240000
Afghanistan,AFG,2021-05-11,448878
Afghanistan,AFG,2021-05-20,470341
Afghanistan,AFG,2021-05-24,476367
Afghanistan,AFG,2021-05-26,479372
Afghanistan,AFG,2021-05-27,479574
Afghanistan,AFG,2021-05-30,480226
Afghanistan,AFG,2021-06-02,481690
Afghanistan,AFG,2021-06-03,481800
Afghanistan,AFG,2021-06-08,482952
Afghanistan,AFG,2021-06-14,484737
Afghanistan,AFG,2021-06-22,582128
Afghanistan,AFG,2021-06-27,649434
Afghanistan,AFG,2021-06-30,699200
Afghanistan,AFG,2021-07-05,726349
Afghanistan,AFG,2021-07-07,735213
Afghanistan,AFG,2021-07-11,742934
Afghanistan,AFG,2021-08-20,770542
Afghanistan,AFG,2021-08-31,773002
Afghanistan,AFG,2021-09-30,828601
Afghanistan,AFG,2021-11-14,3530173
Afghanistan,AFG,2021-12-27,4142857
Afghanistan,AFG,2022-01-09,4358570
Afghanistan,AFG,2022-01-11,4378818
Afghanistan,AFG,2022-01-13,4405897
Afghanistan,AFG,2022-01-17,4432926
Afghanistan,AFG,2022-01-19,4450211
Afghanistan,AFG,2022-01-24,4486527
Afghanistan,AFG,2022-01-26,4511372
Afghanistan,AFG,2022-01-27,4517380
Afghanistan,AFG,2022-01-31,4554648
Afghanistan,AFG,2022-02-02,4577740
Afghanistan,AFG,2022-02-07,4634282
Afghanistan,AFG,2022-02-14,4723416
Afghanistan,AFG,2022-02-20,4801524
Afghanistan,AFG,2022-02-27,4907058
Afghanistan,AFG,2022-03-06,4952744
Afghanistan,AFG,2022-03-17,5066540
Afghanistan,AFG,2022-03-22,5082824
Afghanistan,AFG,2022-04-04,5188057
Afghanistan,AFG,2022-04-14,5246981
Afghanistan,AFG,2022-04-18,5253929
Afghanistan,AFG,2022-04-26,5286657
Afghanistan,AFG,2022-04-27,5287027
Afghanistan,AFG,2022-05-05,5318484
Afghanistan,AFG,2022-05-08,5320381
Afghanistan,AFG,2022-05-10,5326298
Afghanistan,AFG,2022-05-15,5359930
Afghanistan,AFG,2022-05-23,5407462
Afghanistan,AFG,2022-06-01,5456919
Afghanistan,AFG,2022-06-15,5573175
Afghanistan,AFG,2022-06-21,5629522
Afghanistan,AFG,2022-06-30,5713284
Afghanistan,AFG,2022-07-10,5755294
Afghanistan,AFG,2022-07-17,5969406
Afghanistan,AFG,2022-07-19,7139453
Afghanistan,AFG,2022-07-27,7294709
Afghanistan,AFG,2022-08-07,9066437
Afghanistan,AFG,2022-08-15,10454698
Afghanistan,AFG,2022-08-22,10615478
Afghanistan,AFG,2022-08-31,10730669
Afghanistan,AFG,2022-09-04,10748257
Afghanistan,AFG,2022-09-11,10823299
Afghanistan,AFG,2022-09-12,10827184
Afghanistan,AFG,2022-09-19,10873999
Afghanistan,AFG,2022-09-26,10917914
Afghanistan,AFG,2022-09-28,10929549
Afghanistan,AFG,2022-10-04,10961643
Afghanistan,AFG,2022-10-11,10987211
Afghanistan,AFG,2022-10-16,11012345
Afghanistan,AFG,2022-10-24,11084618
Afghanistan,AFG,2022-11-01,11130641
Afghanistan,AFG,2022-11-02,11165700
Afghanistan,AFG,2022-11-08,11196779
Afghanistan,AFG,2022-11-15,11223064
Afghanistan,AFG,2022-11-16,11236798
Afghanistan,AFG,2022-11-27,11292816
Afghanistan,AFG,2022-12-05,11320910
Afghanistan,AFG,2022-12-22,11459692
Afghanistan,AFG,2023-01-06,11533150
Afghanistan,AFG,2023-01-16,11606705
Afghanistan,AFG,2023-01-22,11672740
Afghanistan,AFG,2023-01-29,11684678
Afghanistan,AFG,2023-02-12,11764723
Afghanistan,AFG,2023-02-14,11782909
Afghanistan,AFG,2023-02-19,12380134
Afghanistan,AFG,2023-02-23,12603710
Afghanistan,AFG,2023-02-26,13195588
Afghanistan,AFG,2023-02-28,13441995
Afghanistan,AFG,2023-03-05,14055768
Afghanistan,AFG,2023-03-12,14258889
Afghanistan,AFG,2023-03-14,14260160
Afghanistan,AFG,2023-03-19,14437250
Afghanistan,AFG,2023-03-21,14444587
Afghanistan,AFG,2023-03-26,14456834
Afghanistan,AFG,2023-03-28,14457250
Afghanistan,AFG,2023-04-02,14526772
Afghanistan,AFG,2023-04-09,14559029
Afghanistan,AFG,2023-04-11,14613185
Afghanistan,AFG,2023-04-16,14640106
Afghanistan,AFG,2023-04-18,14719397
Afghanistan,AFG,2023-04-24,14732514
Afghanistan,AFG,2023-04-25,14735342
Afghanistan,AFG,2023-04-30,14778598
Afghanistan,AFG,2023-05-03,14790567
Afghanistan,AFG,2023-05-09,14823235
Afghanistan,AFG,2023-05-14,14902276
Afghanistan,AFG,2023-05-16,14949378
Afghanistan,AFG,2023-05-21,15203606
Afghanistan,AFG,2023-05-29,15875256
Afghanistan,AFG,2023-06-06,16770724
Afghanistan,AFG,2023-06-11,16978090
Afghanistan,AFG,2023-06-13,16987158
Afghanistan,AFG,2023-06-18,17166330
Afghanistan,AFG,2023-06-20,17231834
Afghanistan,AFG,2023-06-27,17283424
Afghanistan,AFG,2023-07-04,17340212
Afghanistan,AFG,2023-07-09,17347592
Afghanistan,AFG,2023-07-11,17397860
Afghanistan,AFG,2023-07-18,17411376
Afghanistan,AFG,2023-07-23,17423632
Afghanistan,AFG,2023-07-25,17487788
Afghanistan,AFG,2023-07-30,17534742
Afghanistan,AFG,2023-08-01,17579368
Afghanistan,AFG,2023-08-06,17613236
Afghanistan,AFG,2023-08-08,17647644
Afghanistan,AFG,2023-08-15,17693890
Afghanistan,AFG,2023-08-20,17752492
Afghanistan,AFG,2023-08-27,17820308
Afghanistan,AFG,2023-09-01,17921324
Afghanistan,AFG,2023-09-05,17931008
Afghanistan,AFG,2023-09-10,18015552
Afghanistan,AFG,2023-09-17,18077116
Afghanistan,AFG,2023-09-19,18148120
Afghanistan,AFG,2023-09-26,18257600
Afghanistan,AFG,2023-10-08,18293462
Afghanistan,AFG,2023-10-16,18385310
Afghanistan,AFG,2023-10-24,18526070
Afghanistan,AFG,2023-11-05,18538266
Afghanistan,AFG,2023-11-07,18618144
Afghanistan,AFG,2023-11-14,18817340
Afghanistan,AFG,2023-11-26,18897000
Afghanistan,AFG,2023-12-31,19151368
Africa,,2020-12-02,3145776
Africa,,2020-12-03,3145776
Africa,,2020-12-04,3145776
Africa,,2020-12-05,3145776
Africa,,2020-12-06,3145776
Africa,,2020-12-07,3145776
Africa,,2020-12-08,3145776
Africa,,2020-12-09,3145776
Africa,,2020-12-10,3145776
Africa,,2020-12-11,3145776
Africa,,2020-12-12,3145776
Africa,,2020-12-13,3145776
Africa,,2020-12-14,3145776
Africa,,2020-12-15,3145776
Africa,,2020-12-16,3145776
Africa,,2020-12-17,3145776
Africa,,2020-12-18,3145776
Africa,,2020-12-19,3145776
Africa,,2020-12-20,3145776
Africa,,2020-12-21,3145776
Africa,,2020-12-22,3145776
Africa,,2020-12-23,3145776
Africa,,2020-12-24,3145776
Africa,,2020-12-25,3145776
Africa,,2020-12-26,3145776
Africa,,2020-12-27,3145776
Africa,,2020-12-28,3145776
Africa,,2020-12-29,3145776
Africa,,2020-12-30,3145776
Africa,,2020-12-31,3145776
Africa,,2021-01-01,3145776
Africa,,2021-01-02,3145776
Africa,,2021-01-03,3145776
Africa,,2021-01-04,3145776
Africa,,2021-01-05,3145776
Africa,,2021-01-06,3145776
Africa,,2021-01-07,3145776
Africa,,2021-01-08,3145776
Africa,,2021-01-09,3145776
Africa,,2021-01-10,3146276
Africa,,2021-01-11,3146776
Africa,,2021-01-12,3147276
Africa,,2021-01-13,3147776
Africa,,2021-01-14,3148776
Africa,,2021-01-15,3149776
Africa,,2021-01-16,3152776
Africa,,2021-01-17,3154101.2
Africa,,2021-01-18,3155426.8
Africa,,2021-01-19,3156752
Africa,,2021-01-20,3158939
Africa,,2021-01-21,3160802.5
Africa,,2021-01-22,3162666
Africa,,2021-01-23,3164129
Africa,,2021-01-24,3164897
Africa,,2021-01-25,3165884.2
Africa,,2021-01-26,3168956
Africa,,2021-01-27,3172079.8
Africa,,2021-01-28,3175520.5
Africa,,2021-01-29,3177851
Africa,,2021-01-30,3179535.8
Africa,,2021-01-31,3187634.5
Africa,,2021-02-01,3195733.2
Africa,,2021-02-02,3203828.5
Africa,,2021-02-03,3211522
Africa,,2021-02-04,3218654.8
Africa,,2021-02-05,3225787.5
Africa,,2021-02-06,3232920
Africa,,2021-02-07,3239948
Africa,,2021-02-08,3246976
Africa,,2021-02-09,3253950.2
Africa,,2021-02-10,3260918.5
Africa,,2021-02-11,3268110
Africa,,2021-02-12,3276999
Africa,,2021-02-13,3285887.8
Africa,,2021-02-14,3292857.5
Africa,,2021-02-15,3299827.5
Africa,,2021-02-16,3310969.8
Africa,,2021-02-17,3323258.8
Africa,,2021-02-18,3339321
Africa,,2021-02-19,3359000.2
Africa,,2021-02-20,3482794
Africa,,2021-02-21,3569389.2
Africa,,2021-02-22,3660967.8
Africa,,2021-02-23,3785904.5
Africa,,2021-02-24,4108235.8
Africa,,2021-02-25,4411711
Africa,,2021-02-26,4632499
Africa,,2021-02-27,4782375
Africa,,2021-02-28,4885232
Africa,,2021-03-01,4993776.5
Africa,,2021-03-02,5152978.5
Africa,,2021-03-03,5315963.5
Africa,,2021-03-04,5468567
Africa,,2021-03-05,5605131.5
Africa,,2021-03-06,5785530
Africa,,2021-03-07,5907258
Africa,,2021-03-08,6010948.5
Africa,,2021-03-09,6173787.5
Africa,,2021-03-10,6364229.5
Africa,,2021-03-11,6516367
Africa,,2021-03-12,6654416.5
Africa,,2021-03-13,6783452.5
Africa,,2021-03-14,6856441.5
Africa,,2021-03-15,6983244.5
Africa,,2021-03-16,7105069
Africa,,2021-03-17,7222151.5
Africa,,2021-03-18,7342430.5
Africa,,2021-03-19,7467888.5
Africa,,2021-03-20,7590894.5
Africa,,2021-03-21,7704802
Africa,,2021-03-22,7818147
Africa,,2021-03-23,7955203.5
Africa,,2021-03-24,8148111
Africa,,2021-03-25,8336496
Africa,,2021-03-26,8535485
Africa,,2021-03-27,8721611
Africa,,2021-03-28,8898543
Africa,,2021-03-29,9088750
Africa,,2021-03-30,9311651
Africa,,2021-03-31,9537046
Africa,,2021-04-01,9790570
Africa,,2021-04-02,9964909
Africa,,2021-04-03,10142837
Africa,,2021-04-04,10317443
Africa,,2021-04-05,10489577
Africa,,2021-04-06,10715949
Africa,,2021-04-07,10947202
Africa,,2021-04-08,11247179
Africa,,2021-04-09,11494913
Africa,,2021-04-10,11731053
Africa,,2021-04-11,11935701
Africa,,2021-04-12,12170415
Africa,,2021-04-13,12409353
Africa,,2021-04-14,12674050
Africa,,2021-04-15,12925825
Africa,,2021-04-16,13197072
Africa,,2021-04-17,13459818
Africa,,2021-04-18,13659894
Africa,,2021-04-19,13853153
Africa,,2021-04-20,14062239
Africa,,2021-04-21,14292144
Africa,,2021-04-22,14490479
Africa,,2021-04-23,14682980
Africa,,2021-04-24,14862408
Africa,,2021-04-25,15036517
Africa,,2021-04-26,15218438
Africa,,2021-04-27,15488056
Africa,,2021-04-28,15851893
Africa,,2021-04-29,16071879
Africa,,2021-04-30,16260005
Africa,,2021-05-01,16432893
Africa,,2021-05-02,16589326
Africa,,2021-05-03,16787658
Africa,,2021-05-04,17115042
Africa,,2021-05-05,17408946
Africa,,2021-05-06,17669002
Africa,,2021-05-07,18253018
Africa,,2021-05-08,18485666
Africa,,2021-05-09,18774612
Africa,,2021-05-10,19079846
Africa,,2021-05-11,19508324
Africa,,2021-05-12,19842346
Africa,,2021-05-13,20068314
Africa,,2021-05-14,20274620
Africa,,2021-05-15,20620052
Africa,,2021-05-16,20949696
Africa,,2021-05-17,21298504
Africa,,2021-05-18,21844198
Africa,,2021-05-19,22387440
Africa,,2021-05-20,22892104
Africa,,2021-05-21,23386200
Africa,,2021-05-22,23772428
Africa,,2021-05-23,24117558
Africa,,2021-05-24,24500538
Africa,,2021-05-25,25110490
Africa,,2021-05-26,25524596
Africa,,2021-05-27,25964924
Africa,,2021-05-28,26358764
Africa,,2021-05-29,26670436
Africa,,2021-05-30,26915454
Africa,,2021-05-31,27245428
Africa,,2021-06-01,27599672
Africa,,2021-06-02,27959446
Africa,,2021-06-03,28416526
Africa,,2021-06-04,28681780
Africa,,2021-06-05,28883226
Africa,,2021-06-06,29102686
Africa,,2021-06-07,29397490
Africa,,2021-06-08,29806882
Africa,,2021-06-09,30126128
Africa,,2021-06-10,30408634
Africa,,2021-06-11,30683502
Africa,,2021-06-12,30867334
Africa,,2021-06-13,31078350
Africa,,2021-06-14,31372384
Africa,,2021-06-15,31662014
Africa,,2021-06-16,31863276
Africa,,2021-06-17,32171478
Africa,,2021-06-18,32457364
Africa,,2021-06-19,32663022
Africa,,2021-06-20,33007510
Africa,,2021-06-21,33358936
Africa,,2021-06-22,33739670
Africa,,2021-06-23,34098350
Africa,,2021-06-24,34431052
Africa,,2021-06-25,34748744
Africa,,2021-06-26,34934972
Africa,,2021-06-27,35226204
Africa,,2021-06-28,35434176
Africa,,2021-06-29,35747092
Africa,,2021-06-30,36071800
Africa,,2021-07-01,36394316
Africa,,2021-07-02,36668830
Africa,,2021-07-03,36908220
Africa,,2021-07-04,37126590
Africa,,2021-07-05,37473130
Africa,,2021-07-06,37809530
Africa,,2021-07-07,38055532
Africa,,2021-07-08,38284828
Africa,,2021-07-09,38588230
Africa,,2021-07-10,38761944
Africa,,2021-07-11,38946104
Africa,,2021-07-12,39334464
Africa,,2021-07-13,39779884
Africa,,2021-07-14,40264336
Africa,,2021-07-15,40970020
Africa,,2021-07-16,41160588
Africa,,2021-07-17,41350256
Africa,,2021-07-18,41503060
Africa,,2021-07-19,42003830
Africa,,2021-07-20,42380230
Africa,,2021-07-21,42833732
Africa,,2021-07-22,43302004
Africa,,2021-07-23,43667500
Africa,,2021-07-24,43865692
Africa,,2021-07-25,44081212
Africa,,2021-07-26,44714988
Africa,,2021-07-27,45530176
Africa,,2021-07-28,46391960
Africa,,2021-07-29,47230290
Africa,,2021-07-30,47682332
Africa,,2021-07-31,48023612
Africa,,2021-08-01,48303610
Africa,,2021-08-02,48832360
Africa,,2021-08-03,50044590
Africa,,2021-08-04,50607772
Africa,,2021-08-05,51148324
Africa,,2021-08-06,51730264
Africa,,2021-08-07,52199170
Africa,,2021-08-08,52663076
Africa,,2021-08-09,53423876
Africa,,2021-08-10,53920564
Africa,,2021-08-11,54766596
Africa,,2021-08-12,55680532
Africa,,2021-08-13,56318190
Africa,,2021-08-14,56754536
Africa,,2021-08-15,57411120
Africa,,2021-08-16,58321840
Africa,,2021-08-17,59144492
Africa,,2021-08-18,59927130
Africa,,2021-08-19,60738744
Africa,,2021-08-20,61437564
Africa,,2021-08-21,62049250
Africa,,2021-08-22,62570308
Africa,,2021-08-23,63517650
Africa,,2021-08-24,64537984
Africa,,2021-08-25,65533290
Africa,,2021-08-26,66545332
Africa,,2021-08-27,67549040
Africa,,2021-08-28,68151370
Africa,,2021-08-29,69278584
Africa,,2021-08-30,70093460
Africa,,2021-08-31,70936536
Africa,,2021-09-01,71796050
Africa,,2021-09-02,72656180
Africa,,2021-09-03,73431850
Africa,,2021-09-04,74234080
Africa,,2021-09-05,74921790
Africa,,2021-09-06,75933420
Africa,,2021-09-07,76541350
Africa,,2021-09-08,77113000
Africa,,2021-09-09,77825944
Africa,,2021-09-10,78877750
Africa,,2021-09-11,79685020
Africa,,2021-09-12,80433510
Africa,,2021-09-13,81168536
Africa,,2021-09-14,81953220
Africa,,2021-09-15,82726920
Africa,,2021-09-16,83863624
Africa,,2021-09-17,84650000
Africa,,2021-09-18,85438744
Africa,,2021-09-19,86217940
Africa,,2021-09-20,87235000
Africa,,2021-09-21,88272340
Africa,,2021-09-22,89319050
Africa,,2021-09-23,90384136
Africa,,2021-09-24,91248850
Africa,,2021-09-25,92082480
Africa,,2021-09-26,92958070
Africa,,2021-09-27,93914850
Africa,,2021-09-28,94768820
Africa,,2021-09-29,95631176
Africa,,2021-09-30,96487144
Africa,,2021-10-01,97408970
Africa,,2021-10-02,98316824
Africa,,2021-10-03,99118740
Africa,,2021-10-04,99959940
Africa,,2021-10-05,100826696
Africa,,2021-10-06,101725970
Africa,,2021-10-07,102585230
Africa,,2021-10-08,103389800
Africa,,2021-10-09,104084904
Africa,,2021-10-10,104747690
Africa,,2021-10-11,105556240
Africa,,2021-10-12,106554540
Africa,,2021-10-13,107609816
Africa,,2021-10-14,108430504
Africa,,2021-10-15,109433980
Africa,,2021-10-16,110333710
Africa,,2021-10-17,111228630
Africa,,2021-10-18,112180940
Africa,,2021-10-19,113156296
Africa,,2021-10-20,114179800
Africa,,2021-10-21,115119496
Africa,,2021-10-22,116240216
Africa,,2021-10-23,117246980
Africa,,2021-10-24,118084180
Africa,,2021-10-25,119107370
Africa,,2021-10-26,120145896
Africa,,2021-10-27,121062824
Africa,,2021-10-28,121955790
Africa,,2021-10-29,123047450
Africa,,2021-10-30,124101330
Africa,,2021-10-31,125061016
Africa,,2021-11-01,125887400
Africa,,2021-11-02,126717660
Africa,,2021-11-03,127607496
Africa,,2021-11-04,128489360
Africa,,2021-11-05,129413864
Africa,,2021-11-06,130282890
Africa,,2021-11-07,131348370
Africa,,2021-11-08,132492040
Africa,,2021-11-09,133658184
Africa,,2021-11-10,134846780
Africa,,2021-11-11,136117340
Africa,,2021-11-12,137035260
Africa,,2021-11-13,137927490
Africa,,2021-11-14,138845980
Africa,,2021-11-15,139800640
Africa,,2021-11-16,140836380
Africa,,2021-11-17,141896980
Africa,,2021-11-18,142919680
Africa,,2021-11-19,143959220
Africa,,2021-11-20,145125620
Africa,,2021-11-21,146275800
Africa,,2021-11-22,147605630
Africa,,2021-11-23,149071140
Africa,,2021-11-24,150874910
Africa,,2021-11-25,152507060
Africa,,2021-11-26,153946940
Africa,,2021-11-27,155230320
Africa,,2021-11-28,156374160
Africa,,2021-11-29,157794510
Africa,,2021-11-30,159275180
Africa,,2021-12-01,160594020
Africa,,2021-12-02,162057490
Africa,,2021-12-03,163856530
Africa,,2021-12-04,164909310
Africa,,2021-12-05,165914880
Africa,,2021-12-06,167045280
Africa,,2021-12-07,168252420
Africa,,2021-12-08,169423650
Africa,,2021-12-09,170566500
Africa,,2021-12-10,171951000
Africa,,2021-12-11,173248130
Africa,,2021-12-12,174498020
Africa,,2021-12-13,175766290
Africa,,2021-12-14,177044530
Africa,,2021-12-15,178269490
Africa,,2021-12-16,180025760
Africa,,2021-12-17,181712980
Africa,,2021-12-18,183350530
Africa,,2021-12-19,184984800
Africa,,2021-12-20,186627470
Africa,,2021-12-21,188296140
Africa,,2021-12-22,189939580
Africa,,2021-12-23,191470930
Africa,,2021-12-24,192580000
Africa,,2021-12-25,193606270
Africa,,2021-12-26,194633300
Africa,,2021-12-27,195552290
Africa,,2021-12-28,196438900
Africa,,2021-12-29,197309420
Africa,,2021-12-30,198130270
Africa,,2021-12-31,199390960
Africa,,2022-01-01,200443650
Africa,,2022-01-02,201212020
Africa,,2022-01-03,201990750
Africa,,2022-01-04,202797970
Africa,,2022-01-05,203475840
Africa,,2022-01-06,204138560
Africa,,2022-01-07,205374000
Africa,,2022-01-08,206554740
Africa,,2022-01-09,207546510
Africa,,2022-01-10,208295870
Africa,,2022-01-11,208870700
Africa,,2022-01-12,209474110
Africa,,2022-01-13,210189140
Africa,,2022-01-14,211098450
Africa,,2022-01-15,212058600
Africa,,2022-01-16,213378580
Africa,,2022-01-17,214751820
Africa,,2022-01-18,215625180
Africa,,2022-01-19,216444480
Africa,,2022-01-20,217209440
Africa,,2022-01-21,217946770
Africa,,2022-01-22,218671540
Africa,,2022-01-23,219388000
Africa,,2022-01-24,220074910
Africa,,2022-01-25,220768270
Africa,,2022-01-26,221615550
Africa,,2022-01-27,222439260
Africa,,2022-01-28,223226320
Africa,,2022-01-29,224006160
Africa,,2022-01-30,224741900
Africa,,2022-01-31,225564210
Africa,,2022-02-01,226655970
Africa,,2022-02-02,227740740
Africa,,2022-02-03,228723550
Africa,,2022-02-04,229703170
Africa,,2022-02-05,230695900
Africa,,2022-02-06,231662610
Africa,,2022-02-07,232575330
Africa,,2022-02-08,233311260
Africa,,2022-02-09,234072270
Africa,,2022-02-10,234906450
Africa,,2022-02-11,235839780
Africa,,2022-02-12,236751410
Africa,,2022-02-13,237625700
Africa,,2022-02-14,238412300
Africa,,2022-02-15,239208690
Africa,,2022-02-16,240538930
Africa,,2022-02-17,242070600
Africa,,2022-02-18,243843140
Africa,,2022-02-19,246140270
Africa,,2022-02-20,247863410
Africa,,2022-02-21,249806180
Africa,,2022-02-22,251739710
Africa,,2022-02-23,253084720
Africa,,2022-02-24,254431410
Africa,,2022-02-25,255362930
Africa,,2022-02-26,256709060
Africa,,2022-02-27,257542350
Africa,,2022-02-28,258479890
Africa,,2022-03-01,259304450
Africa,,2022-03-02,260741840
Africa,,2022-03-03,261571170
Africa,,2022-03-04,262680900
Africa,,2022-03-05,263558180
Africa,,2022-03-06,264365440
Africa,,2022-03-07,265403180
Africa,,2022-03-08,266446320
Africa,,2022-03-09,267399310
Africa,,2022-03-10,268394260
Africa,,2022-03-11,269363200
Africa,,2022-03-12,270287200
Africa,,2022-03-13,271211230
Africa,,2022-03-14,271898430
Africa,,2022-03-15,272600700
Africa,,2022-03-16,273263740
Africa,,2022-03-17,273923000
Africa,,2022-03-18,274566600
Africa,,2022-03-19,275171170
Africa,,2022-03-20,275758430
Africa,,2022-03-21,276273920
Africa,,2022-03-22,276853060
Africa,,2022-03-23,277460960
Africa,,2022-03-24,278149920
Africa,,2022-03-25,278869730
Africa,,2022-03-26,279624480
Africa,,2022-03-27,280326530
Africa,,2022-03-28,281090720
Africa,,2022-03-29,281875260
Africa,,2022-03-30,282691520
Africa,,2022-03-31,283508900
Africa,,2022-04-01,284407870
Africa,,2022-04-02,285230400
Africa,,2022-04-03,286032200
Africa,,2022-04-04,286816260
Africa,,2022-04-05,287572160
Africa,,2022-04-06,288329400
Africa,,2022-04-07,289096200
Africa,,2022-04-08,289877000
Africa,,2022-04-09,290666700
Africa,,2022-04-10,291277900
Africa,,2022-04-11,291806500
Africa,,2022-04-12,292362140
Africa,,2022-04-13,292885920
Africa,,2022-04-14,293417730
Africa,,2022-04-15,293940450
Africa,,2022-04-16,294455840
Africa,,2022-04-17,294964380
Africa,,2022-04-18,295472580
Africa,,2022-04-19,295987140
Africa,,2022-04-20,296509200
Africa,,2022-04-21,297034620
Africa,,2022-04-22,297561020
Africa,,2022-04-23,298092860
Africa,,2022-04-24,298593280
Africa,,2022-04-25,299085600
Africa,,2022-04-26,299596900
Africa,,2022-04-27,300000420
Africa,,2022-04-28,300402100
Africa,,2022-04-29,300809380
Africa,,2022-04-30,301209380
Africa,,2022-05-01,301577920
Africa,,2022-05-02,302090370
Africa,,2022-05-03,302604770
Africa,,2022-05-04,303141220
Africa,,2022-05-05,303685150
Africa,,2022-05-06,304230750
Africa,,2022-05-07,304778180
Africa,,2022-05-08,305311520
Africa,,2022-05-09,305509660
Africa,,2022-05-10,305743900
Africa,,2022-05-11,305982620
Africa,,2022-05-12,306230370
Africa,,2022-05-13,306460800
Africa,,2022-05-14,306714750
Africa,,2022-05-15,306967140
Africa,,2022-05-16,307305180
Africa,,2022-05-17,307637200
Africa,,2022-05-18,307981540
Africa,,2022-05-19,308310500
Africa,,2022-05-20,308648000
Africa,,2022-05-21,308980400
Africa,,2022-05-22,309291800
Africa,,2022-05-23,309721100
Africa,,2022-05-24,310173760
Africa,,2022-05-25,310623360
Africa,,2022-05-26,311072670
Africa,,2022-05-27,311517820
Africa,,2022-05-28,311959460
Africa,,2022-05-29,312386140
Africa,,2022-05-30,313482750
Africa,,2022-05-31,313808320
Africa,,2022-06-01,314132580
Africa,,2022-06-02,314451700
Africa,,2022-06-03,314772540
Africa,,2022-06-04,315089660
Africa,,2022-06-05,315393800
Africa,,2022-06-06,316119260
Africa,,2022-06-07,316857630
Africa,,2022-06-08,317601150
Africa,,2022-06-09,318342750
Africa,,2022-06-10,319083940
Africa,,2022-06-11,319824700
Africa,,2022-06-12,320552260
Africa,,2022-06-13,321276130
Africa,,2022-06-14,322003040
Africa,,2022-06-15,322732060
Africa,,2022-06-16,323460400
Africa,,2022-06-17,324178000
Africa,,2022-06-18,324901860
Africa,,2022-06-19,325618750
Africa,,2022-06-20,326979360
Africa,,2022-06-21,328352030
Africa,,2022-06-22,329724300
Africa,,2022-06-23,331095700
Africa,,2022-06-24,332464900
Africa,,2022-06-25,333830940
Africa,,2022-06-26,335190300
Africa,,2022-06-27,336367900
Africa,,2022-06-28,338590400
Africa,,2022-06-29,340810200
Africa,,2022-06-30,342029660
Africa,,2022-07-01,343248320
Africa,,2022-07-02,344466780
Africa,,2022-07-03,345684220
Africa,,2022-07-04,346946750
Africa,,2022-07-05,348209180
Africa,,2022-07-06,349439870
Africa,,2022-07-07,350670340
Africa,,2022-07-08,351902430
Africa,,2022-07-09,353135650
Africa,,2022-07-10,354361920
Africa,,2022-07-11,355353500
Africa,,2022-07-12,356349060
Africa,,2022-07-13,357344830
Africa,,2022-07-14,358341250
Africa,,2022-07-15,359335580
Africa,,2022-07-16,360329860
Africa,,2022-07-17,361437440
Africa,,2022-07-18,362554140
Africa,,2022-07-19,363673500
Africa,,2022-07-20,364705000
Africa,,2022-07-21,365738660
Africa,,2022-07-22,366769060
Africa,,2022-07-23,367798180
Africa,,2022-07-24,368823870
Africa,,2022-07-25,369788670
Africa,,2022-07-26,370753820
Africa,,2022-07-27,371726000
Africa,,2022-07-28,372685120
Africa,,2022-07-29,373643170
Africa,,2022-07-30,374603140
Africa,,2022-07-31,375557200
Africa,,2022-08-01,376180800
Africa,,2022-08-02,376805470
Africa,,2022-08-03,377431870
Africa,,2022-08-04,378057730
Africa,,2022-08-05,378683520
Africa,,2022-08-06,379308260
Africa,,2022-08-07,379930200
Africa,,2022-08-08,380426500
Africa,,2022-08-09,380922980
Africa,,2022-08-10,381417630
Africa,,2022-08-11,381916700
Africa,,2022-08-12,382416260
Africa,,2022-08-13,382914850
Africa,,2022-08-14,383410000
Africa,,2022-08-15,383902140
Africa,,2022-08-16,384476830
Africa,,2022-08-17,385053800
Africa,,2022-08-18,385628130
Africa,,2022-08-19,386202940
Africa,,2022-08-20,386776930
Africa,,2022-08-21,387345660
Africa,,2022-08-22,388045400
Africa,,2022-08-23,388749820
Africa,,2022-08-24,389454820
Africa,,2022-08-25,390160400
Africa,,2022-08-26,390864860
Africa,,2022-08-27,391568030
Africa,,2022-08-28,392267840
Africa,,2022-08-29,392881800
Africa,,2022-08-30,393511550
Africa,,2022-08-31,394138980
Africa,,2022-09-01,394766340
Africa,,2022-09-02,395393700
Africa,,2022-09-03,396020500
Africa,,2022-09-04,396644860
Africa,,2022-09-05,397104860
Africa,,2022-09-06,397567700
Africa,,2022-09-07,398031140
Africa,,2022-09-08,398494100
Africa,,2022-09-09,398957340
Africa,,2022-09-10,399421150
Africa,,2022-09-11,399881250
Africa,,2022-09-12,400384500
Africa,,2022-09-13,400917470
Africa,,2022-09-14,401450750
Africa,,2022-09-15,401984000
Africa,,2022-09-16,402517200
Africa,,2022-09-17,403048260
Africa,,2022-09-18,403579360
Africa,,2022-09-19,404366900
Africa,,2022-09-20,405157220
Africa,,2022-09-21,405947840
Africa,,2022-09-22,406738370
Africa,,2022-09-23,407529730
Africa,,2022-09-24,408322340
Africa,,2022-09-25,409110940
Africa,,2022-09-26,410021340
Africa,,2022-09-27,410939230
Africa,,2022-09-28,411893000
Africa,,2022-09-29,412846800
Africa,,2022-09-30,413774660
